customer_id,gender,senior_citizen,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
1724-BQUHA,Male,1,No,No,5,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.70001220703125,yes
4112-LUEIZ,Male,0,No,No,10,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.0999755859375,yes
2990-HWIML,Female,0,No,No,6,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.29998779296875,yes
8739-WWKDU,Male,1,No,No,25,Tenure_24-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.14990234375,yes
3316-UWXUY,Male,0,No,No,50,Tenure_48-60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,no
0674-DGMAQ,Male,1,Yes,No,32,Tenure_24-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.5,2970.800048828125,no
1731-TVIUK,Female,0,No,No,4,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,93.5,362.20001220703125,yes
2985-FMWYF,Female,0,No,No,23,Tenure_12-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.550048828125,no
8118-TJAFG,Male,0,Yes,Yes,9,Tenure_0-12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.8499755859375,no
1028-FFNJK,Male,1,Yes,No,30,Tenure_24-48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.64990234375,no
5129-JLPIS,Male,0,No,No,25,Tenure_24-48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.050048828125,no
7207-RMRDB,Female,0,Yes,Yes,65,Tenure_gt_60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.64990234375,yes
5339-TJFEK,Male,0,Yes,Yes,62,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6487.2001953125,no
3389-YGYAI,Female,1,No,No,8,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.54998779296875,yes
0872-JCPIB,Male,0,No,No,17,Tenure_12-24,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.199951171875,no
5760-WRAHC,Female,1,No,No,22,Tenure_12-24,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4000244140625,no
8329-GWVPJ,Female,0,Yes,Yes,50,Tenure_48-60,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.699951171875,no
4883-QICIH,Male,0,Yes,Yes,32,Tenure_24-48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.89990234375,yes
6166-ILMNY,Female,0,No,No,2,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55000305175781,yes
2058-DCJBE,Male,0,No,No,5,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,324.60000610351562,yes
1084-UQCHV,Male,0,No,Yes,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,yes
5539-TMZLF,Male,1,No,No,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.75,69.75,yes
7504-UWHNB,Male,0,No,No,25,Tenure_24-48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.75,1729.3499755859375,no
4585-HETAI,Female,0,Yes,Yes,4,Tenure_0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.75,325.45001220703125,yes
4860-IJUDE,Male,0,No,No,13,Tenure_12-24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,956.6500244140625,no
3070-DVEYC,Male,1,No,No,7,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.1500244140625,yes
7603-USHJS,Male,0,No,Yes,12,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4000244140625,yes
3537-HPKQT,Female,0,Yes,No,55,Tenure_48-60,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.75,4266.39990234375,no
5536-SLHPM,Female,0,Yes,No,55,Tenure_48-60,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.75,4458.14990234375,yes
4002-BQWPQ,Male,0,No,No,25,Tenure_24-48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.800048828125,no
5226-NOZFC,Male,0,No,No,26,Tenure_24-48,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.75,2146.5,no
3982-DQLUS,Male,1,Yes,Yes,65,Tenure_gt_60,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.75,5688.4501953125,no
4439-JMPMT,Female,0,Yes,Yes,5,Tenure_0-12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.75,470.95001220703125,yes
0135-NMXAP,Female,0,No,No,12,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4000244140625,yes
6917-YACBP,Female,1,No,No,59,Tenure_48-60,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.89990234375,no
1522-VVDMG,Male,0,Yes,Yes,7,Tenure_0-12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.75,608.79998779296875,yes
3462-BJQQA,Female,0,No,No,6,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,552.6500244140625,no
1754-GKYPY,Male,1,Yes,No,22,Tenure_12-24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.75,1938.9000244140625,no
8903-WMRNW,Female,0,Yes,No,15,Tenure_12-24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4000244140625,no
1723-HKXJQ,Male,0,No,No,42,Tenure_24-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.4501953125,yes
6900-PXRMS,Male,1,Yes,Yes,26,Tenure_24-48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,105.75,2710.25,yes
1051-GEJLJ,Female,0,No,No,2,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,27.549999237060547,no
3318-ISQFQ,Female,0,No,No,20,Tenure_12-24,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413,no
9391-TTOYH,Female,0,No,No,23,Tenure_12-24,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,470.20001220703125,no
5624-RYAMH,Female,0,No,No,9,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.5,178.85000610351562,no
6806-YDEUL,Female,1,No,No,6,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,106.80000305175781,no
7551-JOHTI,Female,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,19.5,yes
5906-BFOZT,Male,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,no
8566-YPRGL,Female,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,19.5,no
1905-OEILC,Female,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,19.5,no
0883-EIBTI,Female,0,No,No,2,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.5,31.549999237060547,yes
8053-WWDRO,Female,0,Yes,No,6,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,146.30000305175781,yes
7727-SHVZV,Female,0,No,No,9,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,150.35000610351562,no
2061-VVFST,Female,0,Yes,No,37,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,805.20001220703125,no
2732-ISEZX,Female,0,No,No,5,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,104.30000305175781,no
6231-WFGFH,Male,0,Yes,Yes,4,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,77.5999984741211,no
0536-BGFMZ,Female,0,Yes,No,28,Tenure_24-48,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,563.04998779296875,no
2792-VPPET,Male,0,No,No,3,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.5,76.949996948242188,no
6476-EPYZR,Male,0,Yes,Yes,12,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,255.5,no
1866-ZSLJM,Male,0,No,No,21,Tenure_12-24,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.5,402.85000610351562,no
2002-MZHWP,Female,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,yes
9753-OYLBX,Female,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,no
4255-DDUOU,Female,0,Yes,Yes,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.5,20.5,yes
4745-LSPLO,Male,0,No,No,1,Tenure_0-12,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.5,20.5,yes
6258-NGCNG,Male,0,No,No,7,Tenure_0-12,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,23.5,173,no
4236-UJPWO,Female,0,No,No,2,Tenure_0-12,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.5,46.400001525878906,no
5018-HEKFO,Female,0,No,No,10,Tenure_0-12,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.5,270.14999389648438,no
0420-BWTPW,Male,0,No,Yes,8,Tenure_0-12,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.5,215.19999694824219,yes
0668-OGMHD,Female,0,Yes,No,21,Tenure_12-24,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.3499755859375,no
6661-EIPZC,Female,0,Yes,Yes,48,Tenure_24-48,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.050048828125,no
5016-ETTFF,Male,0,No,No,10,Tenure_0-12,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.5,255.25,yes
6637-KYRCV,Female,0,Yes,Yes,5,Tenure_0-12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.5,167.19999694824219,no
2606-RMDHZ,Male,0,No,No,6,Tenure_0-12,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.69999694824219,yes
8676-OOQEJ,Male,0,No,No,4,Tenure_0-12,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.5,118.40000152587891,no
0032-PGELS,Female,0,Yes,Yes,1,Tenure_0-12,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,yes
6240-EURKS,Female,0,No,Yes,18,Tenure_12-24,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35,553,yes
7075-BNDVQ,Female,0,No,No,4,Tenure_0-12,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,35,135.75,no
8582-KRHPJ,Male,0,No,No,50,Tenure_48-60,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,35,1782.4000244140625,no
3841-CONLJ,Female,0,Yes,No,1,Tenure_0-12,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,35,35,no
0786-VSSUD,Male,1,No,No,16,Tenure_12-24,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,39,679.8499755859375,yes
5046-NUHWD,Female,1,Yes,No,29,Tenure_24-48,No,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45,1228.6500244140625,no
4257-GAESD,Female,0,No,No,6,Tenure_0-12,No,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),45,298.70001220703125,no
4671-LXRDQ,Male,0,No,No,2,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45,96.449996948242188,yes
7675-OZCZG,Female,1,No,No,3,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45,127.09999847412109,yes
8356-WUAOJ,Female,0,Yes,No,1,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45,45,no
9588-OZDMQ,Female,0,Yes,No,2,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45,89.75,no
2828-SLQPF,Male,0,No,No,19,Tenure_12-24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,865.8499755859375,no
1600-DILPE,Female,0,No,No,12,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45,524.3499755859375,no
0076-LVEPS,Male,0,No,Yes,29,Tenure_24-48,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,45,1242.449951171875,no
1666-JZPZT,Male,0,No,No,27,Tenure_24-48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,49,1291.3499755859375,no
0430-IHCDJ,Male,0,No,No,15,Tenure_12-24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49,749.25,no
2607-FBDFF,Male,0,No,No,1,Tenure_0-12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),49,49,no
4256-ZWTZI,Female,0,No,Yes,5,Tenure_0-12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,51,286.79998779296875,no
3669-LVWZB,Male,0,No,No,5,Tenure_0-12,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51,305.95001220703125,yes
9496-IVVRP,Female,0,Yes,Yes,11,Tenure_0-12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51,581.70001220703125,no
2207-OBZNX,Male,0,No,No,7,Tenure_0-12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51,354.04998779296875,yes
8645-KWHJO,Male,0,No,No,14,Tenure_12-24,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55,771.95001220703125,no
3583-EKAPL,Male,0,No,No,1,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,55,yes
9931-KGHOA,Female,0,Yes,No,46,Tenure_24-48,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55,2473.949951171875,no
7733-UDMTP,Female,1,No,No,57,Tenure_48-60,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55,3094.050048828125,no
8292-TYSPY,Male,0,No,No,19,Tenure_12-24,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55,1046.5,yes
1114-CENIM,Male,0,No,Yes,54,Tenure_48-60,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55,3092.64990234375,yes
7395-XWZOY,Male,0,No,No,20,Tenure_12-24,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),55,1165.550048828125,no
1324-NLTJE,Female,1,No,No,15,Tenure_12-24,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),55,757.0999755859375,yes
6599-SFQVE,Female,0,No,No,6,Tenure_0-12,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55,340.39999389648438,no
4351-QLCSU,Female,0,No,No,1,Tenure_0-12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55,55,yes
9863-JZAIC,Male,0,No,No,35,Tenure_24-48,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55,2010.550048828125,yes
6778-YSNIH,Female,0,No,No,2,Tenure_0-12,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59,114.15000152587891,no
7854-EDSSA,Male,0,No,No,22,Tenure_12-24,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59,1254.699951171875,yes
8221-EQDGL,Male,0,Yes,No,35,Tenure_24-48,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61,2130.449951171875,no
5583-SXDAG,Male,0,Yes,No,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70,70,yes
3509-GWQGF,Male,1,No,No,24,Tenure_12-24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70,1732.5999755859375,no
6641-XRPSU,Female,0,No,No,34,Tenure_24-48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70,2416.10009765625,yes
2482-CZGBB,Male,0,No,No,10,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,740,yes
3884-HCSWG,Female,0,No,No,17,Tenure_12-24,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,1144.5,yes
1853-UDXBW,Male,0,Yes,Yes,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70,70,yes
4512-ZUIYL,Female,0,No,No,2,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70,153.05000305175781,yes
0531-ZZJWQ,Male,1,Yes,No,55,Tenure_48-60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74,4052.39990234375,no
8687-BAFGU,Male,0,No,No,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74,74,no
5188-HGMLP,Male,1,Yes,No,54,Tenure_48-60,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74,3919.14990234375,no
8981-FJGLA,Male,0,No,Yes,11,Tenure_0-12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78,851.79998779296875,no
7314-OXENN,Male,0,No,No,2,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82,184.64999389648438,yes
1564-NTYXF,Female,1,No,No,13,Tenure_12-24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82,1127.199951171875,yes
5433-KYGHE,Female,0,No,Yes,14,Tenure_12-24,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86,1164.050048828125,no
9866-QEVEE,Male,0,No,No,19,Tenure_12-24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86,1532.449951171875,yes
6474-FVJLC,Male,0,No,No,2,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86,165.44999694824219,yes
4844-JJWUY,Female,1,No,No,1,Tenure_0-12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86,86,yes
3703-VAVCL,Male,0,Yes,Yes,2,Tenure_0-12,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90,190.05000305175781,yes
9492-TOKRI,Female,0,No,No,18,Tenure_12-24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90,1527.3499755859375,yes
2207-QPJED,Female,1,Yes,No,37,Tenure_24-48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90,3371.75,no
7270-BDIOA,Female,0,No,No,22,Tenure_12-24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90,1993.800048828125,yes
2322-VCZHZ,Male,1,Yes,No,23,Tenure_12-24,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90,2024.0999755859375,no
1567-DSCIC,Male,0,No,No,8,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94,773.6500244140625,yes
9300-AGZNL,Male,1,No,No,1,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,94,yes
2982-VPSGI,Female,0,Yes,No,11,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,1078.9000244140625,yes
6833-JMZYP,Female,0,No,No,15,Tenure_12-24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94,1505.449951171875,no
2720-WGKHP,Male,1,No,No,2,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94,181.69999694824219,yes
2267-WTPYD,Female,1,Yes,No,57,Tenure_48-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),94,5438.9501953125,no
0011-IGKFF,Male,1,Yes,No,13,Tenure_12-24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98,1237.8499755859375,yes
6688-UZPWD,Female,0,Yes,No,11,Tenure_0-12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102,1145.3499755859375,yes
2373-NTKOD,Male,0,No,No,8,Tenure_0-12,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.25,546.45001220703125,no
5174-RNGBH,Female,0,No,No,9,Tenure_0-12,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.54998779296875,yes
6171-ZTVYB,Male,0,Yes,No,43,Tenure_24-48,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.25,2907.35009765625,no
2815-CPTUL,Male,1,No,No,5,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.89999389648438,yes
1640-PLFMP,Female,0,No,No,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,no
3244-DCJWY,Female,0,No,No,1,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,70.25,yes
9633-XQABV,Female,0,No,No,3,Tenure_0-12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,229.69999694824219,no
1041-RXHRA,Female,0,No,No,41,Tenure_24-48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),70.25,2868.050048828125,yes
8728-SKJLR,Male,0,No,No,41,Tenure_24-48,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.25,3089.10009765625,no
4116-TZAQJ,Female,0,No,No,9,Tenure_0-12,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.25,639.6500244140625,yes
3707-GNWHM,Male,0,No,No,1,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,yes
9306-CPCBC,Female,0,No,No,3,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.30000305175781,yes
4013-TLDHQ,Male,0,No,No,19,Tenure_12-24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.25,1490.949951171875,yes
5989-PGKJB,Female,0,No,No,16,Tenure_12-24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.25,1340.0999755859375,no
4285-GYRQC,Female,0,Yes,No,7,Tenure_0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.25,587.0999755859375,yes
0133-BMFZO,Female,0,No,No,2,Tenure_0-12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.25,181.64999389648438,yes
3914-FDRHP,Male,0,No,No,9,Tenure_0-12,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.25,770.5,no
8012-SOUDQ,Female,1,No,No,43,Tenure_24-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,no
6032-KRXXO,Male,0,No,No,30,Tenure_24-48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35009765625,yes
4813-HQMGZ,Female,0,Yes,No,8,Tenure_0-12,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,743.75,no
